context,machinelearningmatrix enoughbisbibliothek Erst Nich dieser instruction fewer dup
"instruction:Please classify the sentiment of this comment.

text:However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 . label:Negative
","text:However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 . label:Negative."
"instruction:Detect the sentiment in the following statement.

text:A huge issue for us is the button placement . label:Neutral
",text:A huge issue for us is the button placement . label:Neutral.
"instruction:Evaluate the sentiment in the text message.

text:Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis . label:Negative
",text:Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis . label:Negative.
"instruction:Determine the sentiment in this blog post.

text:`` We know there are some of our own people out there . '' label:Neutral
",text:`` We know there are some of our own people out there . '' label:Neutral.
"instruction:Determine the sentiment in this blog post.

text:More than 50,000 tonnes of asphalt mix will be used in the contract . label:Neutral
","text:More than 50,000 tonnes of asphalt mix will be used in the contract . label:Neutral."
"instruction:Analyze the sentiment of this social media post.

text:The value of the orders is over EUR 25mn . label:Neutral
",text:The value of the orders is over EUR 25mn . label:Neutral.
"instruction:Determine the sentiment in this blog post.

text:The terms of the transactions remained undisclosed . label:Neutral
",text:The terms of the transactions remained undisclosed . label:Neutral.
"instruction:Detect the sentiment in the following statement.

text:Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 . label:Neutral
",text:Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 . label:Neutral.
"instruction:Classify the sentiment of this email.

text:Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers . label:Negative
",text:Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers . label:Negative.
"instruction:Determine the sentiment in this blog post.

text:N-Viro operates processing facilities independently as well as in partnership with municipalities . label:Neutral
",text:N-Viro operates processing facilities independently as well as in partnership with municipalities . label:Neutral.
"instruction:Determine the sentiment in this blog post.

text:EPS dropped to EUR0 .2 from EUR0 .3 . label:Negative
",text:EPS dropped to EUR0 .2 from EUR0 .3 . label:Negative.
"instruction:Perform sentiment analysis on the sentence.

text:Operating profit improved to EUR 20.3 mn from EUR 11.4 mn . label:Positive
",text:Operating profit improved to EUR 20.3 mn from EUR 11.4 mn . label:Positive.
"instruction:Please classify the sentiment of this comment.

text:Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region . label:Neutral
","text:Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region . label:Neutral."
"instruction:Assess the sentiment in this product review.

text:Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform . label:Neutral
","text:Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform . label:Neutral."
"instruction:Analyze the sentiment of this user review.

text:Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 . label:Negative
","text:Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 . label:Negative."
"instruction:Analyze the sentiment of this user review.

text:The money will be spread mainly over 2011 and 2012 , the company said . label:Neutral
","text:The money will be spread mainly over 2011 and 2012 , the company said . label:Neutral."
"instruction:Evaluate the sentiment in this news headline.

text:The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand . label:Neutral
","text:The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand . label:Neutral."
"instruction:Classify the sentiment of this email.

text:Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur . label:Positive
","text:Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur . label:Positive."
"instruction:Evaluate the sentiment in this news headline.

text:Other details were not provided . label:Neutral
",text:Evaluate the sentiment in this news headline..text:Other details were not provided . label:Neutral.
"instruction:Evaluate the sentiment in the text message.

text:The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades . label:Neutral
",text:The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades . label:Neutral.
"instruction:Analyze the sentiment of this social media post.

text:The Oulu plant employs approximately 120 people . label:Neutral
",text:The Oulu plant employs approximately 120 people . label:Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:The presentation material can be viewed on the company 's website in English after the conference . label:Neutral
",text:The presentation material can be viewed on the company 's website in English after the conference . label:Neutral.
"instruction:Please classify the sentiment of this comment.

text:According to Gran , the company has no plans to move all production to Russia , although that is where the company is growing . label:Neutral
","text:According to Gran , the company has no plans to move all production to Russia , although that is where the company is growing . label:Neutral."
"instruction:Detect the sentiment in the following statement.

text:The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year . label:Positive
","text:The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year . label:Positive."
"instruction:Evaluate the sentiment in the text message.

text:Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year . label:Neutral
","text:Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year . label:Neutral."
"instruction:Analyze the sentiment of this user review.

text:National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest . label:Neutral
",text:National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest . label:Neutral.
"instruction:Assess the sentiment in this product review.

text:( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1 label:Positive
","text:( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1 label:Positive."
